Fecha;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HR
31/01/2024 11:00;68,2;41;1,2;0;333;19,7;1;20,9;55,26;59,3;0;20,6;0;46
31/01/2024 12:00;65,9;40;0,4;0;328;18,1;0,5;13,2;27,05;32;0;22,6;0;39
31/01/2024 13:00;52,9;8;0,2;0;109;18;0,3;7,4;9,35;13,9;0;23,7;0;36
31/01/2024 14:00;37,4;6;1,8;0;121;18,5;0,3;8;8,63;13,9;0;25,3;0;33
31/01/2024 15:00;27,6;12;0,9;0;254;31,2;0,4;6,7;20,87;21,2;0;23,3;0;42
31/01/2024 16:00;30,4;28;1,3;1,1;354;23,5;0,7;11,3;34,68;35,4;0;20,3;0;58
31/01/2024 17:00;42,1;32;0,7;0,3;95;14,6;0,8;24,2;44,03;54,7;0;17,9;0;66
31/01/2024 18:00;34,7;33;1,2;0;222;8,1;1,1;24,6;46,62;57,1;0;17,3;0;65
31/01/2024 19:00;46,7;25;1,7;0;52;8,6;1,2;14,3;49,5;48,7;0;16,8;0;71
31/01/2024 20:00;44,6;36;0,9;0;134;4,7;1;18,3;43,75;48,8;0;16,5;0;68
31/01/2024 21:00;49,5;21;1,5;0;238;3,1;1;30,5;36,98;56,1;0;16,2;0;66
31/01/2024 22:00;41;26;2;0;23;11,3;0,4;5,5;19,57;19,1;0;16,2;0;63
31/01/2024 23:00;39,1;16;1,3;0;23;11,4;0,5;5,1;22,74;20,9;0;15,5;0;66
1/02/2024 0:00;35,9;20;1,5;0;35;11,9;0,4;5,4;19,86;19,2;0;14,8;0;67
1/02/2024 1:00;28,1;18;0,3;0;314;11;0,3;9,1;20,58;23,1;0;14,2;0;69
1/02/2024 2:00;21;19;1,3;0;290;8,7;0,3;5,8;21,3;20,6;0;14;0;69
1/02/2024 3:00;27,1;21;0,9;0;289;9,9;0,3;4,1;21,87;19,3;0;13,2;0;75
1/02/2024 4:00;26;24;1,3;0;292;5;0,4;6,9;27,63;26;0;12,7;0;77
1/02/2024 5:00;27,6;18;1,4;0;293;0,5;0,6;33,2;38,28;59,9;0;12,6;0;77
1/02/2024 6:00;31,9;31;1,3;0;304;0,2;0,7;55,4;42,16;84,9;0;12,3;0;78
1/02/2024 7:00;39,2;29;1,4;0;315;0,3;0,8;69;38,57;95,8;0;13,4;0;74
1/02/2024 8:00;39,1;36;1,1;0;166;2,8;0,7;56,6;35,11;81;0;14,3;0;70
1/02/2024 9:00;54,4;29;1,1;0;70;8,3;0,6;32,4;30,36;53,5;0;19,5;0;54
1/02/2024 10:00;50,3;28;1,4;0;303;18,2;0,4;16,6;26,48;35;0;22;0;46
1/02/2024 11:00;37,5;20;0,2;0;160;26,3;0,3;7,3;13,53;16,7;0;21,7;0;44
1/02/2024 12:00;27,2;21;2;0;90;26,2;0,3;9,2;8,63;15,2;0;22,8;0;42
1/02/2024 13:00;20,4;9;2,4;0;182;32,7;0,3;7;21,01;21,6;0;21,5;0;48
1/02/2024 14:00;31;31;3,1;0;168;39,9;0,4;7,3;19,71;21;0;22,5;0;49
1/02/2024 15:00;38,8;30;1;1,1;318;27,4;0,4;6,9;27,63;26,1;0;18,5;0;64
1/02/2024 16:00;47,7;33;1,5;0,2;65;11,6;0,8;18,9;53,24;55,9;0;17,4;0;75
1/02/2024 17:00;54,3;32;1,3;0,1;9;15,4;0,6;12,4;42,6;41,9;0;17,2;0;72
1/02/2024 18:00;50,5;31;1,5;0,6;128;11,6;0,5;12,9;40,44;41,1;0;16,4;0;76
1/02/2024 19:00;37,5;26;0,9;0,1;139;1;0,8;33,7;59,58;75,1;0;15,3;0;80
1/02/2024 20:00;42,3;31;1,1;0;138;0,4;0,8;30;51,66;65,9;0;15,5;0;78
1/02/2024 21:00;40;26;1,5;0;177;1,7;0,6;14,2;35,26;38,8;0;15,6;0;71
1/02/2024 22:00;39,4;22;1,3;0;198;0,5;0,8;24;33,82;47,5;0;15,6;0;72
1/02/2024 23:00;39,4;24;0,8;0;203;0,2;0,7;3,5;0;2,9;0;15,5;0;71
2/02/2024 0:00;28,5;0;1,4;0;232;0,3;0,9;2,7;0;1,9;0;15,7;0;72
2/02/2024 1:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;0;0;0
2/02/2024 2:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;0;0;0
2/02/2024 3:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;0;0;0
2/02/2024 4:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;0;0;0
2/02/2024 5:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;0;0;0
2/02/2024 6:00;0;0;0;0;0;0;0;0;#¡VALOR!;0;0;0;0;0
2/02/2024 7:00;2,4;0;0,6;0;156;6,9;2;56,3;18,28;69;0;13,9;0;80
2/02/2024 8:00;22,8;0;1,6;0;301;1,2;1,7;72,8;41,73;101,5;0;14,7;0;76
2/02/2024 9:00;30,9;29;0,8;0;261;6,5;1,1;25,7;41,73;54,7;0;16,5;0;66
2/02/2024 10:00;27,2;21;0,7;0;83;8,6;1,1;28,1;46,77;60,6;0;18,5;0;61
2/02/2024 11:00;32,2;15;0,7;0;196;12,9;1,1;24,6;55,11;62,9;0;19,5;0;56
2/02/2024 12:00;46;31;0,9;0;64;19,4;0,9;15,8;43,03;45,7;0;20,2;0;52
2/02/2024 13:00;38,6;20;1,7;0;199;28,2;0,5;9,4;19,57;23;0;21,6;0;45
2/02/2024 14:00;35,5;10;0,6;0;107;34,5;0,3;6,2;10,65;13,6;0;23,8;0;38
2/02/2024 15:00;26,1;7;0,9;0;68;38,7;0,4;7,3;18,85;20,5;0;24,6;0;36
2/02/2024 16:00;19,5;7;1;0;94;24,5;0,6;11,6;35,26;36,1;0;20,3;0;53
2/02/2024 17:00;33,5;30;0,7;3;250;16,1;0,7;12,3;36,41;37,6;0;16,8;0;71
2/02/2024 18:00;43,5;22;0,7;0;297;9;1,1;30,6;43,75;61,4;0;16,1;0;76
2/02/2024 19:00;39,1;26;1,3;0;292;7,1;1,1;20,4;47,2;53,3;0;15,6;0;77
2/02/2024 20:00;46,8;22;1,3;0;345;5,9;1;10,8;46,19;42,9;0;15,4;0;77
2/02/2024 21:00;37,5;20;1,1;0;55;5,1;0,9;13,3;46,77;45,7;0;15,6;0;76
2/02/2024 22:00;39,4;23;2,4;0;39;2,5;1;23,1;47,92;56,4;0;15;0;78
2/02/2024 23:00;37,3;21;1,4;0;199;2,6;0,8;19,4;46,34;51,6;0;14,9;0;79
3/02/2024 0:00;40,2;20;1,4;0;264;2,4;0,7;11,7;45,9;43,6;0;15;0;78
3/02/2024 1:00;28,8;17;0,7;0;16;0,7;0,7;18,9;47,49;51,9;0;14,9;0;78
3/02/2024 2:00;40,3;27;1,7;0;146;4,3;0,5;8,2;39,72;35,8;0;14,7;0;78
3/02/2024 3:00;39,7;26;0,8;0;216;13,7;0,4;5,9;25,61;23,7;0;14,5;0;77
3/02/2024 4:00;32,4;13;2;0;140;9,3;0,4;7,8;30,22;28,9;0;14,3;0;77
3/02/2024 5:00;30,8;20;1;0;182;6,6;0,5;9,5;34,1;33,2;0;14,3;0;77
3/02/2024 6:00;25,4;19;1,3;0;37;6,7;0,5;13,9;32,95;36,7;0;14,1;0;77
3/02/2024 7:00;27;15;1,3;0,5;38;3,3;0,8;19,3;46,77;51,8;0;13,3;0;80
3/02/2024 8:00;23;10;1,1;0,1;263;3,5;1;26,3;50,8;61,5;0;13,7;0;80
3/02/2024 9:00;24,7;13;1,3;0;218;8,7;0,9;23,8;43,31;53,8;0;15,3;0;76
3/02/2024 10:00;18,5;11;1;0;348;23,6;0,5;11,5;23,31;27,6;0;19,3;0;57
3/02/2024 11:00;14,1;8;0,9;0;297;27,4;0,5;11;21,73;26,1;0;21,5;0;48
3/02/2024 12:00;11,3;10;0,3;0;277;37,9;0,4;7,5;15,4;18,2;0;23,2;0;40
3/02/2024 13:00;10;10;0,4;0;129;48,4;0,5;7,5;26,05;25,6;0;24,6;0;36
3/02/2024 14:00;0;13;3,3;0;117;37,6;0,6;9,8;24,46;26,8;0;21,2;0;57
3/02/2024 15:00;19,5;19;2,8;0;134;31;0,6;8;24,75;25,2;0;18,7;0;61
3/02/2024 16:00;30,4;14;0,9;0;260;21,8;0,6;11;25,33;28,5;0;18,1;0;63
3/02/2024 17:00;41,2;15;0,5;0;46;23,5;0,5;6,1;22,45;21,7;0;18;0;62
3/02/2024 18:00;29,7;17;0,7;0;29;21,7;0,5;6,5;25,47;24,1;0;18,7;0;59
3/02/2024 19:00;28,7;14;1;0;137;19,5;0,5;7,6;24,9;24,9;0;16,4;0;68
3/02/2024 20:00;20,8;14;1,1;0;126;6,9;0,8;10;46,34;42,2;0;15,7;0;72
3/02/2024 21:00;28,9;18;1,8;0;154;10,3;0,6;6,8;36,12;31,9;0;15,7;0;70
3/02/2024 22:00;27,5;13;1,4;2,2;62;13,7;0,5;5,1;26,91;23,9;0;15,5;0;71
3/02/2024 23:00;27,1;9;1;1,4;81;4,9;0,6;7,9;38,71;34,8;0;14,1;0;82
4/02/2024 0:00;19,9;7;1,2;0;92;8,7;0,5;5,2;28,78;25,3;0;14;0;82
4/02/2024 1:00;23,5;9;1,2;0;126;11,9;0,3;4,2;21,73;19,3;0;14;0;81
4/02/2024 2:00;17,9;13;0,6;0;203;12,7;0,3;3,8;19,14;17,1;0;14,3;0;78
4/02/2024 3:00;13,5;8;1,6;0,3;244;6,1;0,4;4;26,77;22,6;0;14,1;0;80
4/02/2024 4:00;16,5;14;1,3;0;280;14,6;0,2;3,8;13,1;13;0;13,7;0;78
4/02/2024 5:00;12,8;10;0,6;0;19;15,1;0,2;4;15,25;14,6;0;13,7;0;74
4/02/2024 6:00;10,3;7;1,1;0;212;2;0,5;10,3;33,39;33,5;0;13,5;0;79
4/02/2024 7:00;11;11;0,7;0;227;1,3;0,5;13,4;35,4;38,1;0;13,6;0;81
4/02/2024 8:00;17,2;17;0,6;0;168;4,8;0,6;17,3;32,09;39,6;0;14,5;0;77
4/02/2024 9:00;16,9;13;0,7;0;251;13,6;0,4;10,1;21,15;24,8;0;16,1;0;68
4/02/2024 10:00;16,4;9;1,6;0;214;19,4;0,4;9,8;16,69;21,4;0;19,1;0;57
4/02/2024 11:00;19,6;6;2;0;104;20,1;0,5;11,6;28,2;31,2;0;19,4;0;55
4/02/2024 12:00;14,5;9;0,8;0;280;20,2;0,6;13;36,7;38,5;0;19;0;57
4/02/2024 13:00;0;23;1;6,9;242;20,2;0,4;6,8;21,01;21,4;0;15,8;0;71
4/02/2024 14:00;21,6;13;1,1;0,7;116;10,5;0,9;16,7;35,11;41,2;0;15,2;0;79
4/02/2024 15:00;21,6;17;0,3;0;162;13,6;0,9;19,7;38,42;46,4;0;17,8;0;68
4/02/2024 16:00;21;21;1,5;0;121;22,1;0,7;15,6;34,97;40;0;20,5;0;58
4/02/2024 17:00;15,1;14;1,3;0;162;23,2;0,6;10,4;33,53;33,8;0;19,9;0;56
4/02/2024 18:00;20,8;17;0,6;0;334;14,4;0,7;10,7;43,03;40,5;0;17,8;0;63
4/02/2024 19:00;23,3;18;0,8;0;117;11,6;0,7;8,4;36,12;33,6;0;16,3;0;70
4/02/2024 20:00;20;13;1;0;137;3,9;0,8;8,2;50,8;43,5;0;15,7;0;72
4/02/2024 21:00;23,1;15;1,1;0;139;1,8;1;12;53,39;49,1;0;15,8;0;71
4/02/2024 22:00;23,3;14;1,1;0;141;1,7;0,9;17,7;51,8;53,7;0;15,9;0;71
4/02/2024 23:00;35,3;18;1,3;0;171;1,1;0,8;12,8;53,68;50,1;0;15,9;0;71
5/02/2024 0:00;25,3;20;1,5;0;152;6;0,6;7,2;39,14;34,4;0;15,4;0;72
5/02/2024 1:00;28,8;15;1,4;0;244;4,5;0,4;8,5;40,29;36,5;0;15;0;74
5/02/2024 2:00;25,1;16;1,6;0;292;7,7;0,3;5,6;29,21;25,9;0;14,4;0;78
5/02/2024 3:00;25;17;0,7;0;182;9,9;0,3;4,4;26,19;22,6;0;14;0;79
5/02/2024 4:00;28,4;18;1,2;0;4;9,1;0,2;3,8;20;17,6;0;14;0;77
5/02/2024 5:00;26,7;10;1,5;1,9;324;9,1;0,3;9,8;24,75;27,4;0;13,2;0;80
5/02/2024 6:00;23,5;6;1;0,1;262;1,4;0,8;84,3;55,98;123,6;0;12,7;0;83
5/02/2024 7:00;27;24;1,2;0;250;0,9;1;44,6;42,31;74;0;13;0;83
5/02/2024 8:00;20;11;1;0;255;3,4;1,2;41,6;42,16;70,8;0;15,2;0;74
5/02/2024 9:00;18;18;1;0;303;5,8;1;23,6;41,01;52,1;0;16,2;0;65
5/02/2024 10:00;16,4;13;1,1;0;352;0;0;0;#¡VALOR!;0;0;17;0;62
5/02/2024 11:00;27,8;13;1,2;0,1;134;0;0;0;#¡VALOR!;0;0;17,4;0;63
5/02/2024 12:00;30,4;24;0,3;0;353;0;0,8;18,9;38,85;45,9;0;18,4;0;60
5/02/2024 13:00;35,6;30;1,3;14,3;65;0;0,8;11,1;46,62;43,6;0;15,3;0;72
5/02/2024 14:00;34,3;29;0,5;1;215;7,5;1,2;27,9;55,55;66,6;0;14,4;0;83
5/02/2024 15:00;37,6;28;0,7;0,1;57;24,6;1;13,3;50,51;48,4;0;17,3;0;74
5/02/2024 16:00;38,7;34;1;0;30;23,5;0,9;9,3;50,51;44,5;0;18,4;0;61
5/02/2024 17:00;38;24;1,9;0;338;6,6;0,8;19;36,26;44,2;0;15,4;0;71
5/02/2024 18:00;30,1;16;1,3;0;97;1,6;1,1;27,6;44,47;58,4;0;14,6;0;76
5/02/2024 19:00;38,5;18;1,7;0;112;0,2;1,4;38,1;45,19;69,5;0;14,3;0;78
5/02/2024 20:00;31,5;15;1,1;0;135;0,2;1,7;65,7;48,35;99,5;0;14,3;0;79
5/02/2024 21:00;29,1;19;0,3;0,1;40;0,2;1,6;64,1;46,77;96,6;0;14,3;0;79
5/02/2024 22:00;33,9;23;1;0;27;0,2;1,1;42;41,73;71,1;0;13,9;0;79
5/02/2024 23:00;35,2;20;1;0;68;0,2;1,4;54,5;40,72;82,8;0;14;0;80
6/02/2024 0:00;33,2;22;1,2;0;89;0,3;1,4;72,3;38,13;98,8;0;14,2;0;80
6/02/2024 1:00;34,8;22;0,9;0;338;0,2;0,8;39;35,4;63,6;0;14,3;0;78
6/02/2024 2:00;31,9;19;0,8;0;59;0,2;0,6;18,5;34,25;42,3;0;14;0;78
6/02/2024 3:00;38,6;15;0,9;0;73;0,2;0,5;11;30,22;32;0;13,9;0;79
6/02/2024 4:00;28,9;8;1;0;65;0,3;0,4;9,9;30,65;31,2;0;13,9;0;78
6/02/2024 5:00;22,1;14;1,8;0;48;0,3;0,6;43,3;34,39;67,4;0;13,8;0;79
6/02/2024 6:00;29,4;23;1,4;0;38;0,4;1,3;126,9;52,67;164;0;13,4;0;79
6/02/2024 7:00;47;47;1;0;53;0,3;1,4;84,4;35,83;109,3;0;13,6;0;79
6/02/2024 8:00;39,5;35;1;0;82;0,8;1,8;89,7;40,58;117,9;0;14,8;0;76
6/02/2024 9:00;65,4;34;0,7;0;181;4,3;1,6;67,8;51,37;103,5;0;17,5;0;65
6/02/2024 10:00;75,8;43;0,6;0;5;11,7;1;26;47,78;59,2;0;19,8;0;54
6/02/2024 11:00;51,4;31;0,8;0;329;18,6;1;23,2;48,78;57,1;0;21,2;0;50
6/02/2024 12:00;51,2;26;0,9;0;87;20;0,9;17,6;57,13;57,3;0;20,6;0;49
6/02/2024 13:00;44,5;31;1,4;0;249;11;0,6;17,2;32,38;39,8;0;17,8;0;61
6/02/2024 14:00;39,1;15;0,4;0,5;274;7,7;0,6;12,6;25,76;30,5;0;15,5;0;72
6/02/2024 15:00;30,9;9;0,8;0,2;107;5,2;0,7;18,4;28,92;38,5;0;15;0;76
6/02/2024 16:00;35,7;15;1,7;1,4;162;4,6;0,6;15,5;27,2;34,3;0;14,7;0;79
6/02/2024 17:00;39,1;15;0,3;2,3;82;1,7;1;41,8;36,12;66,8;0;14,2;0;82
6/02/2024 18:00;37,9;20;1,3;1,2;245;0,8;1,2;41,7;41,59;70,7;0;13,6;0;83
6/02/2024 19:00;27,3;13;0,8;4,9;233;0,3;2,1;78,8;50,22;113,8;0;13,4;0;84
6/02/2024 20:00;20;20;0,7;0,1;300;0,2;1,9;76,8;46,77;108,9;0;13,2;0;85
6/02/2024 21:00;31,3;17;1,1;0,2;23;0,2;2,2;99,4;44,61;130,5;0;13,4;0;85
6/02/2024 22:00;26;26;1,4;0;32;0,2;2,1;109;41,59;138;0;13,5;0;85
6/02/2024 23:00;25,3;25;1,1;0,1;119;0,2;1,6;82,9;35,54;107,6;0;13,4;0;85
7/02/2024 0:00;20,8;16;0,9;0;178;0,1;1;47,2;29,93;68;0;13,1;0;85
7/02/2024 1:00;28,6;17;0,6;0;200;0;1,1;61,9;28,06;81,4;0;13,3;0;85
7/02/2024 2:00;21;11;1,2;0;189;5,6;0,3;3,6;12,95;12,6;0;13,3;0;81
7/02/2024 3:00;15,4;8;1,1;0;205;6,9;0,3;1,3;9,21;7,7;0;13,5;0;77
7/02/2024 4:00;11,8;5;0,8;0;307;4,9;0,2;2,4;11,37;10,3;0;13,3;0;76
7/02/2024 5:00;8,8;4;1,4;0;284;6,9;0,2;2,4;11,22;10,2;0;13,3;0;75
7/02/2024 6:00;8,9;6;1;0;93;3,6;0,5;20,5;20,15;34,5;0;13,5;0;74
7/02/2024 7:00;9;9;0,6;0;214;0,6;1;52,2;30,36;73,3;0;13,7;0;73
7/02/2024 8:00;0;16;1,1;0;283;5,2;1;37,3;24,46;54,3;0;16,2;0;63
7/02/2024 9:00;16,4;9;0,6;0;127;12,4;0,5;16,2;12,09;24,6;0;17,8;0;56
7/02/2024 10:00;15,1;9;1,7;0;149;16,8;0,3;8,7;8,49;14,6;0;19,6;0;52
7/02/2024 11:00;11,5;6;0,5;0;280;22,9;0,3;5,6;10,22;12,8;0;22,7;0;43
7/02/2024 12:00;11,1;2;1,2;0;187;21,5;0,3;4,3;8,35;10,1;0;22,5;0;41
7/02/2024 13:00;9,2;6;2,8;0;241;18,6;0,5;8,7;23,02;24,8;0;19,9;0;55
7/02/2024 14:00;0;19;3,1;0;312;26,8;0,5;9,4;26,05;27,6;0;20,1;0;60
7/02/2024 15:00;23,2;22;1,4;0;254;27,9;0,5;6,5;25,33;24,1;0;20,8;0;57
7/02/2024 16:00;26;26;1,2;4,9;155;22,3;0,5;9,1;29,07;29,3;0;17,9;0;66
7/02/2024 17:00;24,9;21;1,2;0,1;186;8,7;0,9;23;34,54;46,8;0;15,7;0;76
7/02/2024 18:00;20,4;16;1,1;0;191;2,3;1,8;46,6;60,29;88,5;0;17,1;0;70
7/02/2024 19:00;32;32;1,2;0;309;0,5;2,1;57,4;63,46;101,5;0;15,5;0;73
7/02/2024 20:00;40,4;26;1,2;0;289;2;1,5;33,6;54,25;71,2;0;15,6;0;72
7/02/2024 21:00;38,5;29;1,2;0;278;1,4;1,2;21,7;52,52;58,3;0;15,3;0;75
7/02/2024 22:00;41,7;28;1,3;0;277;0,2;1,7;64;45,47;95,6;0;14,3;0;78
7/02/2024 23:00;41,4;28;1,1;0;272;0,1;1,7;80,5;31,51;102,5;0;13,6;0;78
8/02/2024 0:00;43,3;23;0,9;0;287;0,2;1,8;95,9;31,95;117,9;0;13,4;0;79
8/02/2024 1:00;40,8;21;1;0;29;0,2;1,4;84,5;28,06;104,1;0;12,7;0;79
8/02/2024 2:00;41,2;20;1,2;0;112;0,1;0,8;52,3;23,31;68,5;0;11,8;0;82
8/02/2024 3:00;33,3;13;1;0;131;0,3;0,8;53,7;20,72;68;0;11,2;0;83
8/02/2024 4:00;37,7;15;1,2;0;180;0,2;0,5;36,4;20,29;50,4;0;11,5;0;83
8/02/2024 5:00;27,7;10;0,6;0;312;0,2;0,3;23,3;21,15;38;0;12,5;0;79
8/02/2024 6:00;29,3;15;1;0;317;0,2;0,7;61,9;28,2;81,6;0;11,9;0;79
8/02/2024 7:00;35,1;32;0,8;0;345;0,5;1,6;112,1;29,64;132,7;0;11,8;0;79
8/02/2024 8:00;42,4;35;1,2;0;290;1,5;1,8;97,7;35,4;122,2;0;16,3;0;64
8/02/2024 9:00;54,7;35;0,9;0;296;6,7;1;45,9;36,7;71,3;0;18,3;0;56
8/02/2024 10:00;46,7;23;1,5;0;349;14,5;0,6;17,6;33,24;40,7;0;19,2;0;51
8/02/2024 11:00;44,3;11;1,1;0;83;16;0,5;12,2;27,2;31;0;19,2;0;53
8/02/2024 12:00;36,5;14;0,9;0;32;16,5;0,7;16,2;37,7;42,3;0;19,5;0;54
8/02/2024 13:00;34,1;16;1,1;0;262;14;0,8;20,5;47,06;53,3;0;19,6;0;54
8/02/2024 14:00;40,5;34;1,1;0;347;17,5;0,7;14,6;37,27;40,5;0;19,7;0;54
8/02/2024 15:00;39,6;31;2,2;0;42;15,9;0,7;9,7;42,16;39;0;18;0;63
8/02/2024 16:00;51,8;31;2,7;0;46;8,9;0,7;15,5;41,16;44,1;0;16,6;0;72
8/02/2024 17:00;54,4;28;0,4;0;194;9,7;0,7;16,1;39,14;43,3;0;17,1;0;71
8/02/2024 18:00;52,7;33;1,7;0;215;5,9;1,1;19,3;45,76;51,1;0;16,7;0;71
8/02/2024 19:00;52,2;18;1,8;0;136;2,5;1,3;26,3;49,5;60,7;0;15,7;0;72
8/02/2024 20:00;50,4;13;1,6;0;156;0,5;1,4;44,8;47,2;77,7;0;15,1;0;75
8/02/2024 21:00;51,1;23;1,6;0;124;0,2;1,2;43,7;46,19;75,8;0;14,8;0;75
8/02/2024 22:00;43,3;21;1,1;0;122;0,7;1,1;33,9;44,32;64,7;0;14,6;0;75
8/02/2024 23:00;40,9;19;1,6;0;111;0,4;1,2;51,7;49,93;86,4;0;15;0;72
9/02/2024 0:00;52,4;29;1,6;0;194;0,3;1;50,8;48,78;84,7;0;14,6;0;75
9/02/2024 1:00;55;23;1;0;178;0,9;0,6;12,4;37,85;38,7;0;14,6;0;73
9/02/2024 2:00;46,7;16;1,3;0;233;0,4;0,7;18;38,28;44,6;0;14,5;0;74
9/02/2024 3:00;51,7;20;1,3;0;188;0,3;0,6;20,2;38,85;47,2;0;14,4;0;77
9/02/2024 4:00;49,5;21;0,8;0;182;0,2;0,5;14,7;34,97;39;0;14,1;0;78
9/02/2024 5:00;51,1;25;1;0;193;0,2;0,6;28,1;37,27;54;0;14,1;0;79
9/02/2024 6:00;43,1;30;1,2;0;213;0,3;1;69,5;34,97;93,7;0;14;0;79
9/02/2024 7:00;46,6;26;1,4;0;215;0,4;1,1;70,4;31,8;92,5;0;13,6;0;80
9/02/2024 8:00;51,1;21;1,2;0;207;3;1,2;53,4;29,64;74,1;0;16,1;0;70
9/02/2024 9:00;44,5;24;1,2;0;10;6,5;1,5;50,4;43,46;80,6;0;19,5;0;58
9/02/2024 10:00;51,6;31;1,4;0;272;16,8;0,3;8,3;9,07;14,5;0;20,4;0;49
9/02/2024 11:00;37,7;0;0,6;0;350;16,9;0,3;6,6;7,63;12;0;20,2;0;50
9/02/2024 12:00;27,2;0;1,7;0;93;18,3;0,2;5,1;5,9;9,2;0;20,8;0;50
9/02/2024 13:00;20,5;2;2,1;0;182;19;0,3;5,1;7,91;10,6;0;21,8;0;48
9/02/2024 14:00;14,7;3;2,3;0;174;19,8;0,3;8;9,64;14,7;0;21,3;0;51
9/02/2024 15:00;11,7;4;3,4;0;165;18,3;0,3;9;8,78;15;0;21,6;0;49
9/02/2024 16:00;10,8;1;0,6;0;196;18,1;0,3;7,3;9,79;14,2;0;21,6;0;49
9/02/2024 17:00;12,4;5;0,9;0;234;16,3;0,4;9,7;10,94;17,2;0;20,5;0;52
9/02/2024 18:00;9,5;8;2,2;0;236;14,8;0,4;5,2;12,66;14;0;18,5;0;55
9/02/2024 19:00;11,7;8;1,2;0;164;11,4;0,4;5,6;17,12;17,4;0;17;0;54
9/02/2024 20:00;8,3;7;1,6;0;157;12,1;0,3;4,3;12,38;13;0;16;0;59
9/02/2024 21:00;6,5;5;1,9;0;103;9;0,4;5,9;15,83;16,9;0;15,9;0;59
9/02/2024 22:00;0;11;1,4;0;114;9,1;0,3;2,1;15,25;12,7;0;16;0;58
9/02/2024 23:00;16,8;10;1,5;0;246;11,9;0,2;1,6;11,8;9,8;0;15,8;0;61
10/02/2024 0:00;12,6;6;1,3;0;247;13,7;0,2;0,8;7,48;6,1;0;15,1;0;63
10/02/2024 1:00;9,6;4;1,2;0;232;13,4;0,2;1,2;8,92;7,4;0;15,1;0;63
10/02/2024 2:00;20,8;11;1;0;158;6,3;0,3;6;19,28;19,4;0;14,5;0;68
10/02/2024 3:00;16;7;1,6;0;111;5,4;0,2;2,3;19,14;15,6;0;14,2;0;71
10/02/2024 4:00;12,4;9;1,1;0;72;2,3;0,3;5,5;21,73;20,6;0;13,2;0;75
10/02/2024 5:00;16,5;12;0,8;0;10;0,4;0,4;14,9;26,77;33,5;0;13,3;0;76
10/02/2024 6:00;14,1;12;1,1;0;64;0,3;0,6;39,9;32,23;62,4;0;13,3;0;76
10/02/2024 7:00;16,1;10;1,2;0;25;0,4;1,5;97,5;33,67;121;0;13,4;0;76
10/02/2024 8:00;32,6;32;1;0;70;1,5;1,7;90,5;41,59;119,1;0;14,8;0;72
10/02/2024 9:00;49,4;25;1,8;0;239;5,2;1,2;44,4;40;72,1;0;17,3;0;64
10/02/2024 10:00;44,4;23;1,5;0;172;15,6;0,5;14,3;17,41;26,3;0;20,4;0;51
10/02/2024 11:00;32,6;6;1,3;0;143;23,1;0,2;2,6;2,45;4,3;0;21,7;0;44
10/02/2024 12:00;25,6;5;0,9;0;107;23,5;0,2;3,5;3,31;5,8;0;22,3;0;41
10/02/2024 13:00;19;5;1,8;0;103;21,9;0,3;7,8;7,48;13,1;0;21,2;0;45
10/02/2024 14:00;19,8;6;2,7;0;123;25;0,2;4,8;3,89;7,5;0;22,6;0;42
10/02/2024 15:00;19,2;6;1,5;0;130;24,3;0,2;4,5;4,03;7,3;0;22,4;0;43
10/02/2024 16:00;14,9;4;1,9;0;90;24,1;0,2;3;3,31;5,3;0;22,5;0;42
10/02/2024 17:00;12;3;4,8;0;132;22,7;0,2;4,3;4,75;7,6;0;21,1;0;45
10/02/2024 18:00;9,7;2;4,6;0;173;20,7;0,3;4,2;5,9;8,3;0;18,1;0;54
10/02/2024 19:00;9,5;0;4,4;0;134;16,1;0,4;6,8;11,8;15,1;0;16,9;0;56
10/02/2024 20:00;7,2;0;1,8;0;161;13,5;0,3;5,3;14,25;15,2;0;15,9;0;58
10/02/2024 21:00;13,6;0;1,4;0;318;10,1;0,4;5,8;18,42;18,6;0;15,2;0;60
10/02/2024 22:00;10,8;0;1,1;0;123;5,5;0,5;5,8;24,75;22,9;0;14,2;0;65
10/02/2024 23:00;8,2;0;1,2;0;27;6,1;0,4;4,7;22,02;20;0;13,6;0;66
11/02/2024 0:00;6,4;0;0,9;0;344;4,2;0,5;4,7;22,88;20,6;0;12,7;0;70
11/02/2024 1:00;12;0;2,1;0;311;1;0,6;17,1;26,62;35,5;0;12,7;0;70
11/02/2024 2:00;20,4;0;1,6;0;312;0,4;0,5;19;26,62;37,5;0;11,9;0;72
11/02/2024 3:00;16;0;1,2;0;319;1,4;0,4;5,6;26,19;23,8;0;11,4;0;74
11/02/2024 4:00;19,1;0;0,9;0;278;0,3;0,5;16,4;25,76;34,3;0;10,6;0;78
11/02/2024 5:00;14,6;0;0,8;0;254;0,3;0,6;24;25,47;41,7;0;10,6;0;79
